502	1080436
505	1094238
506	1063310
508	1137647
511	1074397
512	1028773
514	1070029
517	1054400
518	1073067
520	1140193
523	1114839
524	1122692
526	1051621
529	1152949
530	1124744
532	1109787
535	1080389
536	1094188
538	1168639
541	1044408
542	1016339
544	1007583
547	1072906
548	1037707
550	1143295
553	1160042
554	1131268
556	1046696
559	1091320
560	1099204
562	1118628
565	1093156
566	1139499
568	1111860
571	1052941
572	969031
574	1060415
577	1135855
578	1060432
580	1042956
583	1049034
584	1045280
586	1063987
589	1083188
590	962327
592	1080076
595	1134593
596	1104750
598	1060261
601	1079169
602	1117088
604	1129826
607	1035937
608	1073402
610	1163557
613	1138068
614	1031610
616	1029929
619	1133012
620	1144809
622	1004529
625	1024726
626	1127600
628	1134233
631	1133278
632	1044450
634	1089439
637	1085182
638	1074841
640	1134614
643	1043495
644	1073049
646	1059871
649	1127556
650	1131816
652	1137974
655	1159721
656	1037351
658	1098689
661	1128649
662	1083670
664	1078513
667	1131491
668	1118983
670	1076084
673	1037466
674	1097604
676	1075329
679	1026678
680	1132453
682	1052058
685	1087899
686	1099299
688	1090406
691	1056900
692	1136684
694	1101962
697	1067046
698	1152995
700	1099441
703	1062741
704	1096150
706	1053079
709	1042124
710	1092604
712	1161993
715	1031011
716	1064821
718	1146059
721	1084754
722	1065484
724	1036188
727	1138735
728	1114219
730	1072802
733	1105745
734	1003947
736	1204812
739	1153926
740	1016714
742	1162334
745	1073315
746	1099933
748	1072042
751	1047861
752	1107142
754	1046257
757	1134823
758	1131818
760	1027213
763	1047829
764	1149526
766	1071534
769	1084283
770	1039887
772	994939
775	1082547
776	1080719
778	1082745
781	1086293
782	1116277
784	1142283
787	1099802
788	1097117
790	1057852
793	1135502
794	1061635
796	1183941
799	1072990
800	1104343
802	1085375
805	1025914
806	1006363
808	1063098
811	1122987
812	1067877
814	1046812
817	1156573
818	1071266
820	1081563
823	1107961
824	1061509
826	986355
829	1029785
830	1086032
832	1066853
835	1079315
836	1056817
838	1087191
841	1074410
842	1138338
844	1082064
847	1086665
848	1063519
850	1053797
853	1122296
854	1073758
856	1135802
859	1007518
860	1099588
862	1005715
865	1027449
866	1083887
868	1158113
871	1089988
872	1048719
874	1125580
877	1134167
878	1076416
880	984901
883	1075700
884	1054745
886	1021340
889	1117807
890	1078447
892	1090018
895	1039122
896	1030369
898	1034399
901	1083148
902	1021727
904	1053070
907	1138321
908	1069809
910	1085602
913	1066503
914	1083535
916	1029408
919	1013964
920	1126217
922	1086837
925	1082053
926	1089563
928	1050029
931	1061060
932	1084744
934	1029698
937	1025546
938	1124568
940	997453
943	1025563
944	1138504
946	1116902
949	1138603
950	1071864
952	1114627
955	997122
956	1052824
958	1083875
961	1048385
962	1074485
964	1100589
967	964554
968	1104408
970	1079227
973	1091625
974	1076811
976	1159278
979	1070582
980	1105871
982	1002338
985	1056744
986	953278
988	1051134
991	1062093
992	1088562
994	1147188
997	1205864
998	1036110
1000	1131226
